cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
5,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642
492,3,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985
5,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045
6,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582
239,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0
262,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925
226,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896
237,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194
3,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045
55,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045
12,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896
4,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343
11,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045
397,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0
5,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194
141,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896
116,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985
10,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179
272,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537
328,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343
29,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925
147,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582
253,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0
321,1,1,12,17,0,5,1,2,0.26,0.2273,0.56,0.3284
216,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642
67,4,0,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985
38,3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343
240,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239
190,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239
99,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239
130,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179
31,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045
68,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881
250,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239
390,2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836
568,4,1,12,17,0,5,1,2,0.38,0.3939,0.66,0
192,2,0,3,8,0,4,1,2,0.24,0.2273,1,0.2537
64,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045
152,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045
170,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881
17,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343
247,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045
21,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045
84,4,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642
293,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985
5,4,1,10,3,0,4,1,1,0.44,0.4394,0.88,0.2239
2,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0
650,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0
246,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642
91,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194
4,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0
40,1,1,12,23,0,5,1,1,0.26,0.2424,0.44,0.2836
200,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642
26,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239
365,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896
68,1,1,1,22,0,1,1,2,0.26,0.2424,1,0.2836
322,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239
46,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896
20,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284
110,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582
48,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896
292,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985
259,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045
21,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194
15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537
151,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0
11,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896
421,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343
288,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194
435,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836
330,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642
6,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896
250,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343
148,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836
344,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343
549,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985
274,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343
7,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239
6,4,0,11,2,0,2,1,3,0.38,0.3939,1,0.1045
654,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896
611,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0
472,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239
45,1,1,12,6,0,4,1,1,0.24,0.197,0.7,0.4925
316,2,1,6,9,0,3,1,2,0.72,0.697,0.74,0
246,2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836
270,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045
21,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836
12,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0
142,4,1,11,10,0,6,0,2,0.26,0.2273,0.44,0.2985
322,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0
20,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0
175,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537
18,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045
54,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582
63,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045
361,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985
205,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239
62,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0
200,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537
139,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045
21,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0
375,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567
257,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194
75,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836
80,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239
6,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045
547,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642
3,2,0,5,4,0,3,1,3,0.52,0.5,0.94,0.2985
126,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0
90,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045
120,1,1,12,10,0,1,1,2,0.2,0.2121,0.69,0.1343
127,3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239
251,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045
26,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896
617,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194
127,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642
303,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896
165,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0
109,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045
87,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896
5,2,1,5,4,0,2,1,3,0.56,0.5303,0.94,0
168,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642
400,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045
215,3,1,9,19,0,6,0,3,0.58,0.5455,0.88,0.1045
495,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642
480,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642
78,1,0,2,17,0,6,0,2,0.24,0.2121,1,0.2836
6,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343
825,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343
585,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896
4,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239
539,4,1,10,17,0,0,0,1,0.64,0.6212,0.44,0.194
5,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836
32,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343
7,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343
122,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582
2,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194
30,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239
54,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239
552,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239
59,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881
134,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343
156,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343
13,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343
294,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642
163,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642
13,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343
661,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0
45,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343
152,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0
23,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343
322,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343
509,3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239
15,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239
597,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567
272,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642
32,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343
46,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179
71,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0
4,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642
281,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925
35,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896
522,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985
84,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.194
178,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194
21,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537
248,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896
12,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045
13,2,0,6,5,0,5,1,1,0.54,0.5152,1,0
51,4,1,12,23,0,0,0,3,0.36,0.3636,1,0.0896
380,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045
25,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896
90,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194
963,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0
191,1,1,12,9,0,5,1,2,0.24,0.2121,0.6,0.2836
150,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239
5,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194
294,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582
172,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0
636,4,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896
27,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537
11,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194
15,4,1,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343
62,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881
2,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642
22,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896
458,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179
122,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0
224,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194
89,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0
213,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627
322,2,1,5,9,0,5,1,1,0.48,0.4697,0.41,0.2985
145,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537
15,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045
32,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194
293,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045
11,3,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896
46,1,1,12,14,0,1,1,3,0.24,0.2576,0.87,0.1045
217,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642
92,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239
770,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0
128,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194
417,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194
65,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0
215,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896
18,2,1,3,6,0,0,0,2,0.4,0.4091,1,0.2537
512,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045
147,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642
554,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896
5,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537
267,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045
340,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343
443,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881
75,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045
371,2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343
189,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836
967,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836
22,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239
343,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896
124,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239
151,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239
204,4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0
225,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343
338,4,1,12,15,0,0,0,2,0.38,0.3939,0.82,0.1045
89,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045
405,4,1,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343
267,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985
21,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045
458,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582
335,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537
120,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881
694,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925
98,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179
436,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194
115,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627
220,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896
396,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627
314,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836
11,2,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642
356,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896
174,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537
8,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,0.0896
552,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582
145,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0
441,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836
45,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239
167,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642
559,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985
106,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985
11,3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896
17,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985
193,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642
130,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343
45,4,0,12,15,0,2,1,3,0.5,0.4848,1,0.194
233,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881
335,2,1,5,20,0,2,1,1,0.66,0.6212,0.61,0.1642
45,3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642
161,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239
138,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821
12,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045
27,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896
11,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045
17,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537
5,4,1,11,2,0,2,1,2,0.32,0.3333,0.76,0.0896
134,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985
600,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985
24,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194
274,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284
271,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343
113,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045
180,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642
109,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045
231,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0
75,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.194
19,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0
21,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522
362,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045
11,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194
359,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239
284,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836
27,4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.194
142,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925
23,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836
90,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478
133,4,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239
31,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642
195,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642
416,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0
331,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045
375,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642
682,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194
420,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836
151,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0
16,4,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836
175,2,1,5,10,0,3,1,2,0.58,0.5455,0.83,0.1045
336,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045
10,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0
150,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343
9,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537
256,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642
21,4,0,9,11,0,5,1,3,0.62,0.5152,1,0.1045
233,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343
258,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836
145,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642
204,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627
3,4,0,12,5,0,3,1,3,0.46,0.4545,1,0.1642
333,3,1,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045
65,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239
9,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582
13,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239
143,4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896
145,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836
37,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194
63,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896
50,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045
129,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194
328,3,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.0896
9,2,1,5,4,0,6,0,1,0.44,0.4394,0.67,0.1045
568,3,0,9,17,0,1,1,2,0.58,0.5455,0.64,0.1343
317,4,1,12,9,0,3,1,1,0.28,0.2879,0.75,0.1045
372,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194
641,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627
6,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239
6,3,1,8,4,0,4,1,1,0.62,0.5758,0.83,0
35,1,1,12,1,0,6,0,1,0.26,0.2121,0.44,0.4478
30,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284
2,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343
8,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985
39,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881
16,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0
240,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642
314,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194
42,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239
157,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627
155,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642
91,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836
323,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194
13,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478
454,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0
271,1,1,12,17,0,5,1,1,0.24,0.2424,0.6,0.1343
692,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642
258,3,0,6,16,0,3,1,2,0.82,0.803,0.59,0.3284
179,3,0,9,14,0,3,1,2,0.66,0.6212,0.74,0.194
3,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866
300,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194
117,2,0,5,6,0,5,1,1,0.46,0.4545,0.88,0.1045
12,2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194
153,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0
20,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045
115,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896
805,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537
2,1,0,3,1,0,1,1,3,0.2,0.1818,1,0.3284
107,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239
221,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642
213,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478
643,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284
167,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881
113,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881
16,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343
74,2,1,5,23,0,0,0,2,0.62,0.6212,0.57,0.2239
432,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478
111,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239
106,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537
149,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343
8,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343
197,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343
69,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284
114,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284
383,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627
203,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896
79,2,1,5,11,0,1,1,2,0.56,0.5303,0.83,0.2239
125,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343
196,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0
374,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642
12,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537
108,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239
16,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343
413,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642
487,3,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239
45,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881
170,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343
118,4,1,12,19,0,4,1,3,0.34,0.3182,0.71,0.2537
291,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881
116,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836
183,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239
118,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0
744,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985
8,3,0,9,1,0,3,1,1,0.62,0.5909,0.78,0.0896
557,3,1,9,7,0,3,1,1,0.52,0.5,0.72,0
209,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642
2,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582
178,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836
44,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194
